train_loss,epoch,step,test_loss,test_accuracy
0.0,1,10299,,
0.0,1,10349,,
0.0,1,10399,,
100.0,1,10449,,
0.0,1,10499,,
0.0,1,10549,,
0.0,1,10599,,
100.0,1,10649,,
0.0,1,10699,,
0.0,1,10749,,
0.0,1,10799,,
100.0,1,10849,,
0.0,1,10899,,
0.0,1,10949,,
0.0,1,10999,,
0.0,1,11049,,
0.0,1,11099,,
100.0,1,11149,,
0.0,1,11199,,
0.0,1,11249,,
100.0,1,11299,,
0.0,1,11349,,
100.0,1,11399,,
0.0,1,11449,,
100.0,1,11499,,
0.0,1,11549,,
0.0,1,11599,,
100.0,1,11649,,
0.0,1,11699,,
0.0,1,11749,,
100.0,1,11799,,
100.0,1,11849,,
0.0,1,11899,,
0.0,1,11949,,
0.0,1,11999,,
100.0,1,12049,,
100.0,1,12099,,
0.0,1,12149,,
0.0,1,12199,,
100.0,1,12249,,
0.0,1,12299,,
0.0,1,12349,,
0.0,1,12399,,
0.0,1,12449,,
0.0,1,12499,,
0.0,1,12549,,
0.0,1,12599,,
100.0,1,12649,,
0.0,1,12699,,
100.0,1,12749,,
0.0,1,12799,,
100.0,1,12849,,
0.0,1,12899,,
0.0,1,12949,,
0.0,1,12999,,
0.0,1,13049,,
0.0,1,13099,,
100.0,1,13149,,
0.0,1,13199,,
100.0,1,13249,,
0.0,1,13299,,
0.0,2,13349,,
100.0,2,13399,,
0.0,2,13449,,
0.0,2,13499,,
100.0,2,13549,,
0.0,2,13599,,
0.0,2,13649,,
0.0,2,13699,,
100.0,2,13749,,
0.0,2,13799,,
0.0,2,13849,,
0.0,2,13899,,
0.0,2,13949,,
100.0,2,13999,,
0.0,2,14049,,
0.0,2,14099,,
0.0,2,14149,,
0.0,2,14199,,
0.0,2,14249,,
0.0,2,14299,,
0.0,2,14349,,
100.0,2,14399,,
0.0,2,14449,,
100.0,2,14499,,
100.0,2,14549,,
0.0,2,14599,,
0.0,2,14649,,
0.0,2,14699,,
0.0,2,14749,,
100.0,2,14799,,
0.0,2,14849,,
0.0,2,14899,,
0.0,2,14949,,
0.0,2,14999,,
0.0,2,15049,,
0.0,2,15099,,
0.0,2,15149,,
100.0,2,15199,,
100.0,2,15249,,
0.0,2,15299,,
0.0,2,15349,,
0.0,2,15399,,
0.0,2,15449,,
0.0,2,15499,,
0.0,2,15549,,
100.0,2,15599,,
0.0,2,15649,,
100.0,2,15699,,
0.0,2,15749,,
0.0,2,15799,,
0.0,2,15849,,
0.0,2,15899,,
0.0,2,15949,,
0.0,2,15999,,
0.0,2,16049,,
0.0,2,16099,,
0.0,2,16149,,
100.0,2,16199,,
0.0,2,16249,,
0.0,2,16299,,
0.0,2,16349,,
100.0,2,16399,,
0.0,2,16449,,
100.0,2,16499,,
0.0,2,16549,,
0.0,2,16599,,
0.0,2,16649,,
0.0,2,16699,,
0.0,2,16749,,
0.0,2,16799,,
0.0,2,16849,,
0.0,2,16899,,
0.0,2,16949,,
0.0,2,16999,,
0.0,2,17049,,
0.0,2,17099,,
0.0,2,17149,,
0.0,2,17199,,
100.0,2,17249,,
0.0,2,17299,,
0.0,2,17349,,
100.0,2,17399,,
0.0,2,17449,,
0.0,2,17499,,
100.0,2,17549,,
0.0,2,17599,,
100.0,2,17649,,
0.07831599563360214,2,17699,,
100.0,2,17749,,
100.0,2,17799,,
100.0,2,17849,,
0.0,2,17899,,
0.0,2,17949,,
0.0,2,17999,,
0.0,2,18049,,
100.0,2,18099,,
0.0,2,18149,,
0.0,2,18199,,
0.0,2,18249,,
0.0,2,18299,,
0.0,2,18349,,
0.0,2,18399,,
0.0,2,18449,,
0.0,2,18499,,
0.0,2,18549,,
100.0,2,18599,,
0.0,2,18649,,
0.0,2,18699,,
0.0,2,18749,,
100.0,2,18799,,
0.0,2,18849,,
0.0,2,18899,,
100.0,2,18949,,
0.0,2,18999,,
0.0,2,19049,,
100.0,2,19099,,
0.0,2,19149,,
0.0,2,19199,,
0.0,2,19249,,
0.0,2,19299,,
100.0,2,19349,,
100.0,2,19399,,
0.0,2,19449,,
0.0,2,19499,,
0.0,2,19549,,
100.0,2,19599,,
0.0,2,19649,,
0.0,2,19699,,
100.0,2,19749,,
0.0,2,19799,,
0.0,2,19849,,
0.0,2,19899,,
0.0,2,19949,,
100.0,3,19999,,
0.0,3,20049,,
0.0,3,20099,,
0.0,3,20149,,
0.0,3,20199,,
0.0,3,20249,,
100.0,3,20299,,
0.08855964988470078,3,20349,,
0.051101963967084885,3,20399,,
0.0,3,20449,,
0.034184638410806656,3,20499,,
0.0,3,20549,,
0.0,3,20599,,
100.0,3,20649,,
0.0,3,20699,,
0.0,3,20749,,
100.0,3,20799,,
100.0,3,20849,,
0.0,3,20899,,
0.0,3,20949,,
0.0,3,20999,,
0.0,3,21049,,
0.0,3,21099,,
0.0,3,21149,,
0.0,3,21199,,
0.0,3,21249,,
100.0,3,21299,,
0.0,3,21349,,
0.0,3,21399,,
0.0,3,21449,,
100.0,3,21499,,
0.0,3,21549,,
0.0,3,21599,,
0.0,3,21649,,
0.0,3,21699,,
100.0,3,21749,,
100.0,3,21799,,
0.0,3,21849,,
0.0,3,21899,,
100.0,3,21949,,
100.0,3,21999,,
100.0,3,22049,,
100.0,3,22099,,
0.0,3,22149,,
0.0,3,22199,,
100.0,3,22249,,
0.0,3,22299,,
0.0,3,22349,,
0.0,3,22399,,
0.0,3,22449,,
0.0,3,22499,,
0.0,3,22549,,
100.0,3,22599,,
0.0,3,22649,,
0.0,3,22699,,
0.0,3,22749,,
0.0,3,22799,,
0.0,3,22849,,
0.0,3,22899,,
0.0,3,22949,,
100.0,3,22999,,
0.0,3,23049,,
100.0,3,23099,,
100.0,3,23149,,
0.0,3,23199,,
0.0,3,23249,,
0.0,3,23299,,
0.0,3,23349,,
100.0,3,23399,,
100.0,3,23449,,
100.0,3,23499,,
0.0,3,23549,,
100.0,3,23599,,
0.0,3,23649,,
100.0,3,23699,,
0.06640169769525528,3,23749,,
0.0,3,23799,,
-0.0,3,23849,,
100.0,3,23899,,
0.0,3,23949,,
0.0,3,23999,,
0.0,3,24049,,
0.0,3,24099,,
100.0,3,24149,,
0.0,3,24199,,
0.0,3,24249,,
0.0,3,24299,,
0.0,3,24349,,
0.0,3,24399,,
0.0,3,24449,,
0.0,3,24499,,
0.0,3,24549,,
0.0,3,24599,,
0.0,3,24649,,
0.0,3,24699,,
0.0,3,24749,,
0.0,3,24799,,
0.0,3,24849,,
0.0,3,24899,,
0.0,3,24949,,
100.0,3,24999,,
0.0,3,25049,,
100.0,3,25099,,
100.0,3,25149,,
0.0,3,25199,,
100.0,3,25249,,
0.0,3,25299,,
0.0,3,25349,,
100.0,3,25399,,
0.0,3,25449,,
0.0,3,25499,,
0.0,3,25549,,
0.0,3,25599,,
100.0,3,25649,,
0.0,3,25699,,
0.0,3,25749,,
0.0,3,25799,,
0.0,3,25849,,
0.0,3,25899,,
0.0,3,25949,,
0.0,3,25999,,
0.0,3,26049,,
0.0,3,26099,,
100.0,3,26149,,
0.0,3,26199,,
0.0,3,26249,,
100.0,3,26299,,
0.0,3,26349,,
0.0,3,26399,,
0.0,3,26449,,
100.0,3,26499,,
100.0,3,26549,,
0.0,3,26599,,
0.0,3,26649,,
0.0,4,26699,,
0.0,4,26749,,
0.0,4,26799,,
0.0,4,26849,,
100.0,4,26899,,
100.0,4,26949,,
100.0,4,26999,,
0.0,4,27049,,
0.0,4,27099,,
0.0,4,27149,,
100.0,4,27199,,
0.0,4,27249,,
100.0,4,27299,,
100.0,4,27349,,
0.0,4,27399,,
0.0,4,27449,,
100.0,4,27499,,
0.0,4,27549,,
0.0,4,27599,,
0.0,4,27649,,
100.0,4,27699,,
0.0,4,27749,,
0.0,4,27799,,
100.0,4,27849,,
0.0,4,27899,,
0.0,4,27949,,
0.0,4,27999,,
0.0,4,28049,,
0.0,4,28099,,
100.0,4,28149,,
0.0,4,28199,,
0.0,4,28249,,
0.0,4,28299,,
100.0,4,28349,,
100.0,4,28399,,
0.0,4,28449,,
0.0,4,28499,,
0.0,4,28549,,
0.0,4,28599,,
0.0,4,28649,,
0.0,4,28699,,
0.0,4,28749,,
0.0,4,28799,,
0.0,4,28849,,
0.0,4,28899,,
0.0,4,28949,,
0.0,4,28999,,
100.0,4,29049,,
0.0,4,29099,,
100.0,4,29149,,
0.0,4,29199,,
0.0,4,29249,,
0.0,4,29299,,
0.0,4,29349,,
0.0,4,29399,,
0.0,4,29449,,
0.0,4,29499,,
0.0,4,29549,,
0.0,4,29599,,
0.0,4,29649,,
100.0,4,29699,,
100.0,4,29749,,
0.0,4,29799,,
0.0,4,29849,,
100.0,4,29899,,
0.0,4,29949,,
0.0,4,29999,,
0.0,4,30049,,
0.0,4,30099,,
100.0,4,30149,,
0.0,4,30199,,
0.0,4,30249,,
0.0,4,30299,,
0.0,4,30349,,
100.0,4,30399,,
0.013563048094511032,4,30449,,
0.0,4,30499,,
0.0,4,30549,,
0.0,4,30599,,
0.0,4,30649,,
100.0,4,30699,,
0.0,4,30749,,
0.0,4,30799,,
0.0,4,30849,,
0.0,4,30899,,
0.0,4,30949,,
0.0,4,30999,,
0.0,4,31049,,
0.0,4,31099,,
0.0,4,31149,,
0.0,4,31199,,
0.0,4,31249,,
0.0,4,31299,,
0.0,4,31349,,
0.0,4,31399,,
100.0,4,31449,,
0.0,4,31499,,
0.0,4,31549,,
0.0,4,31599,,
100.0,4,31649,,
0.0,4,31699,,
0.0,4,31749,,
100.0,4,31799,,
0.0,4,31849,,
0.0,4,31899,,
0.0,4,31949,,
100.0,4,31999,,
0.0,4,32049,,
0.0,4,32099,,
0.0,4,32149,,
100.0,4,32199,,
100.0,4,32249,,
0.0,4,32299,,
0.0,4,32349,,
0.0,4,32399,,
0.0,4,32449,,
0.0,4,32499,,
0.0,4,32549,,
100.0,4,32599,,
100.0,4,32649,,
0.0,4,32699,,
100.0,4,32749,,
100.0,4,32799,,
0.0,4,32849,,
0.0,4,32899,,
0.0,4,32949,,
0.0,4,32999,,
0.0,4,33049,,
100.0,4,33099,,
0.0,4,33149,,
0.0,4,33199,,
100.0,4,33249,,
0.0,4,33299,,
,5,33330,3.495349645614624,0.9650465250015259
