train_r2_step,epoch,step,valid_loss,valid_r2,train_loss,train_r2_epoch,test_loss,test_r2
,169,11389,0.6187673807144165,0.41275960206985474,,,,
,169,11389,,,0.4203978180885315,0.5492980480194092,,
0.6293188333511353,170,11399,,,,,,
0.6511576175689697,170,11449,,,,,,
,170,11456,0.6204260587692261,0.41118544340133667,,,,
,170,11456,,,0.42045682668685913,0.5571856498718262,,
0.6192278861999512,171,11499,,,,,,
,171,11523,0.619829535484314,0.41175150871276855,,,,
,171,11523,,,0.4207096993923187,0.5598059296607971,,
0.29692989587783813,172,11549,,,,,,
,172,11590,0.6198557615280151,0.4117266535758972,,,,
,172,11590,,,0.42087286710739136,0.552033007144928,,
0.46386849880218506,173,11599,,,,,,
0.5850803852081299,173,11649,,,,,,
,173,11657,0.6191301345825195,0.4124152660369873,,,,
,173,11657,,,0.4204937815666199,0.5571616291999817,,
0.5924103260040283,174,11699,,,,,,
,174,11724,0.620521068572998,0.4110952615737915,,,,
,174,11724,,,0.42053189873695374,0.5570743680000305,,
0.5299434661865234,175,11749,,,,,,
,175,11791,0.6211785674095154,0.41047120094299316,,,,
,175,11791,,,0.42046862840652466,0.5560951232910156,,
0.23224711418151855,176,11799,,,,,,
0.4813796877861023,176,11849,,,,,,
,176,11858,0.6202065944671631,0.4113937020301819,,,,
,176,11858,,,0.4206755459308624,0.5525289177894592,,
0.5088416337966919,177,11899,,,,,,
,177,11925,0.6188178658485413,0.41271162033081055,,,,
,177,11925,,,0.4206739664077759,0.551846444606781,,
0.7051891088485718,178,11949,,,,,,
,178,11992,0.620481014251709,0.41113317012786865,,,,
,178,11992,,,0.4206513464450836,0.5560989379882812,,
0.5951868295669556,179,11999,,,,,,
0.50230872631073,179,12049,,,,,,
,179,12059,0.619624137878418,0.4119464159011841,,,,
,179,12059,,,0.42061635851860046,0.5528820157051086,,
0.555778980255127,180,12099,,,,,,
,180,12126,0.619935154914856,0.4116513133049011,,,,
,180,12126,,,0.4206564426422119,0.5597118139266968,,
0.6812838912010193,181,12149,,,,,,
,181,12193,0.6185486316680908,0.41296714544296265,,,,
,181,12193,,,0.4206315875053406,0.552445113658905,,
0.6051297783851624,182,12199,,,,,,
0.4145469665527344,182,12249,,,,,,
,182,12260,0.6194772124290466,0.41208595037460327,,,,
,182,12260,,,0.4203889071941376,0.5551570653915405,,
0.5620832443237305,183,12299,,,,,,
,183,12327,0.6193345189094543,0.41222137212753296,,,,
,183,12327,,,0.4203493595123291,0.5546728372573853,,
0.5387821197509766,184,12349,,,,,,
,184,12394,0.6188481450080872,0.4126829504966736,,,,
,184,12394,,,0.4203418493270874,0.5564934611320496,,
0.41716468334198,185,12399,,,,,,
0.6449782252311707,185,12449,,,,,,
,185,12461,0.6194238066673279,0.4121365547180176,,,,
,185,12461,,,0.4207405745983124,0.5564987063407898,,
0.5029762983322144,186,12499,,,,,,
,186,12528,0.6200207471847534,0.41157007217407227,,,,
,186,12528,,,0.42067229747772217,0.5601738691329956,,
0.475996732711792,187,12549,,,,,,
,187,12595,0.6186500191688538,0.41287094354629517,,,,
,187,12595,,,0.42047610878944397,0.553828239440918,,
0.5889333486557007,188,12599,,,,,,
0.43444937467575073,188,12649,,,,,,
,188,12662,0.61863112449646,0.41288894414901733,,,,
,188,12662,,,0.42049890756607056,0.5597352981567383,,
0.657341480255127,189,12699,,,,,,
,189,12729,0.6189573407173157,0.4125792384147644,,,,
,189,12729,,,0.4205639064311981,0.5575014352798462,,
0.5854302048683167,190,12749,,,,,,
,190,12796,0.6190241575241089,0.41251587867736816,,,,
,190,12796,,,0.42018264532089233,0.5561366081237793,,
0.46554499864578247,191,12799,,,,,,
0.5572483539581299,191,12849,,,,,,
,191,12863,0.6197105646133423,0.4118644595146179,,,,
,191,12863,,,0.4206322431564331,0.5561968088150024,,
0.4539162516593933,192,12899,,,,,,
,192,12930,0.6199821829795837,0.41160672903060913,,,,
,192,12930,,,0.4204551577568054,0.5568519830703735,,
0.42802661657333374,193,12949,,,,,,
,193,12997,0.6221888661384583,0.40951240062713623,,,,
,193,12997,,,0.4200385808944702,0.5563579201698303,,
0.7265133857727051,194,12999,,,,,,
0.6143079996109009,194,13049,,,,,,
,194,13064,0.6201745867729187,0.4114241600036621,,,,
,194,13064,,,0.4206249713897705,0.5599549412727356,,
0.5451335906982422,195,13099,,,,,,
,195,13131,0.6191286444664001,0.41241663694381714,,,,
,195,13131,,,0.4205136299133301,0.5575510263442993,,
0.7252912521362305,196,13149,,,,,,
,196,13198,0.6186872720718384,0.41283559799194336,,,,
,196,13198,,,0.42039602994918823,0.5468797087669373,,
0.6282562613487244,197,13199,,,,,,
0.58058762550354,197,13249,,,,,,
,197,13265,0.6190130710601807,0.4125264286994934,,,,
,197,13265,,,0.420505166053772,0.554578959941864,,
0.5527709722518921,198,13299,,,,,,
,198,13332,0.6194847822189331,0.41207873821258545,,,,
,198,13332,,,0.4205240309238434,0.554794430732727,,
0.6284966468811035,199,13349,,,,,,
0.6503918170928955,199,13399,,,,,,
,199,13399,0.6205941438674927,0.4110259413719177,,,,
,199,13399,,,0.42044058442115784,0.5612674355506897,,
,200,13400,,,,,0.6205941438674927,0.4110259413719177
