train_r2_step,epoch,step,valid_loss,valid_r2,train_loss,train_r2_epoch,test_loss,test_r2
0.3979685306549072,25,1699,,,,,,
,25,1741,0.6299537420272827,0.4021431803703308,,,,
,25,1741,,,0.4276999235153198,0.549444854259491,,
0.47763919830322266,26,1749,,,,,,
0.5356152057647705,26,1799,,,,,,
,26,1808,0.6306572556495667,0.4014754295349121,,,,
,26,1808,,,0.42769020795822144,0.5505756139755249,,
0.5944879055023193,27,1849,,,,,,
,27,1875,0.627995491027832,0.4040016531944275,,,,
,27,1875,,,0.4273141026496887,0.5492686033248901,,
0.5719316005706787,28,1899,,,,,,
,28,1942,0.6282510161399841,0.4037591218948364,,,,
,28,1942,,,0.4274345338344574,0.5498712062835693,,
0.5062376260757446,29,1949,,,,,,
0.48733824491500854,29,1999,,,,,,
,29,2009,0.6297830939292908,0.40230512619018555,,,,
,29,2009,,,0.42724692821502686,0.5505801439285278,,
0.6704092621803284,30,2049,,,,,,
,30,2076,0.6302703022956848,0.40184271335601807,,,,
,30,2076,,,0.4271826148033142,0.5485477447509766,,
0.5872374773025513,31,2099,,,,,,
,31,2143,0.6259528994560242,0.40594011545181274,,,,
,31,2143,,,0.42706868052482605,0.5471404194831848,,
0.6559776663780212,32,2149,,,,,,
0.4848569631576538,32,2199,,,,,,
,32,2210,0.6261714696884155,0.40573275089263916,,,,
,32,2210,,,0.42696860432624817,0.5524075031280518,,
0.4920625686645508,33,2249,,,,,,
,33,2277,0.6270952820777893,0.40485602617263794,,,,
,33,2277,,,0.42687276005744934,0.5473534464836121,,
0.5262874364852905,34,2299,,,,,,
,34,2344,0.6280167102813721,0.4039815068244934,,,,
,34,2344,,,0.4263722598552704,0.5526720881462097,,
0.4058452844619751,35,2349,,,,,,
0.5789610743522644,35,2399,,,,,,
,35,2411,0.6268501281738281,0.4050886631011963,,,,
,35,2411,,,0.42665499448776245,0.5502364039421082,,
0.6708444356918335,36,2449,,,,,,
,36,2478,0.625880241394043,0.40600913763046265,,,,
,36,2478,,,0.4264396131038666,0.5500680208206177,,
0.5459741353988647,37,2499,,,,,,
,37,2545,0.627534806728363,0.40443891286849976,,,,
,37,2545,,,0.4261600971221924,0.5511339902877808,,
0.39013707637786865,38,2549,,,,,,
0.5097599029541016,38,2599,,,,,,
,38,2612,0.6272157430648804,0.40474164485931396,,,,
,38,2612,,,0.42638811469078064,0.5549481511116028,,
0.669013261795044,39,2649,,,,,,
,39,2679,0.6271207928657532,0.40483176708221436,,,,
,39,2679,,,0.4261513352394104,0.5505456328392029,,
0.5285344123840332,40,2699,,,,,,
,40,2746,0.6265314817428589,0.40539103746414185,,,,
,40,2746,,,0.4258650839328766,0.5494607090950012,,
0.32232820987701416,41,2749,,,,,,
0.5898455381393433,41,2799,,,,,,
,41,2813,0.6249808669090271,0.40686267614364624,,,,
,41,2813,,,0.4258456230163574,0.5545525550842285,,
0.627133309841156,42,2849,,,,,,
,42,2880,0.6252481341362,0.4066089987754822,,,,
,42,2880,,,0.425922691822052,0.5510563254356384,,
0.6424151659011841,43,2899,,,,,,
,43,2947,0.6250021457672119,0.40684252977371216,,,,
,43,2947,,,0.4257730543613434,0.552912175655365,,
0.3390845060348511,44,2949,,,,,,
0.5914873480796814,44,2999,,,,,,
,44,3014,0.62657231092453,0.40535229444503784,,,,
,44,3014,,,0.42548346519470215,0.5494694709777832,,
0.6250888705253601,45,3049,,,,,,
,45,3081,0.6260837912559509,0.40581589937210083,,,,
,45,3081,,,0.42554131150245667,0.5503484606742859,,
0.4189242124557495,46,3099,,,,,,
,46,3148,0.6269011497497559,0.40504032373428345,,,,
,46,3148,,,0.42535367608070374,0.5556761622428894,,
0.4595649838447571,47,3149,,,,,,
0.5325508117675781,47,3199,,,,,,
,47,3215,0.6267353892326355,0.4051974415779114,,,,
,47,3215,,,0.42517125606536865,0.5570621490478516,,
0.6313072443008423,48,3249,,,,,,
,48,3282,0.627577006816864,0.4043987989425659,,,,
,48,3282,,,0.425117552280426,0.5531266927719116,,
0.496793270111084,49,3299,,,,,,
0.5589249730110168,49,3349,,,,,,
,49,3349,0.6251137852668762,0.40673649311065674,,,,
,49,3349,,,0.425228476524353,0.5525934100151062,,
0.6959108114242554,50,3399,,,,,,
,50,3416,0.6232954263687134,0.4084622263908386,,,,
,50,3416,,,0.4251185953617096,0.5464156866073608,,
0.6177639961242676,51,3449,,,,,,
,51,3483,0.625040590763092,0.40680599212646484,,,,
,51,3483,,,0.4247029721736908,0.5537104606628418,,
0.6448668241500854,52,3499,,,,,,
0.45860594511032104,52,3549,,,,,,
,52,3550,0.6243641972541809,0.407447874546051,,,,
,52,3550,,,0.42474085092544556,0.5502212643623352,,
0.24331134557724,53,3599,,,,,,
,53,3617,0.6245742440223694,0.4072486162185669,,,,
,53,3617,,,0.42488643527030945,0.5489195585250854,,
0.7274750471115112,54,3649,,,,,,
,54,3684,0.623297393321991,0.4084603786468506,,,,
,54,3684,,,0.42449647188186646,0.5555418729782104,,
0.611887514591217,55,3699,,,,,,
0.5096848011016846,55,3749,,,,,,
,55,3751,0.6244651079177856,0.40735214948654175,,,,
,55,3751,,,0.42485252022743225,0.5485231280326843,,
0.5216755867004395,56,3799,,,,,,
,56,3818,0.6251021027565002,0.40674763917922974,,,,
,56,3818,,,0.42454764246940613,0.5488744378089905,,
0.6117422580718994,57,3849,,,,,,
,57,3885,0.6265077590942383,0.40541356801986694,,,,
,57,3885,,,0.42435866594314575,0.5554933547973633,,
0.5854369401931763,58,3899,,,,,,
0.6579430103302002,58,3949,,,,,,
,58,3952,0.6249973773956299,0.4068470597267151,,,,
,58,3952,,,0.4244169592857361,0.5480347871780396,,
0.11138343811035156,59,3999,,,,,,
,59,4019,0.6236525774002075,0.4081233739852905,,,,
,59,4019,,,0.424270361661911,0.55027836561203,,
0.56318199634552,60,4049,,,,,,
,60,4086,0.6244831681251526,0.40733498334884644,,,,
,60,4086,,,0.42447149753570557,0.5489596724510193,,
0.4931184649467468,61,4099,,,,,,
0.5133199095726013,61,4149,,,,,,
,61,4153,0.6234973669052124,0.4082706570625305,,,,
,61,4153,,,0.424408495426178,0.554577112197876,,
0.5981425046920776,62,4199,,,,,,
,62,4220,0.6242155432701111,0.40758901834487915,,,,
,62,4220,,,0.42405691742897034,0.5562533736228943,,
0.5845191478729248,63,4249,,,,,,
,63,4287,0.6235169768333435,0.4082520008087158,,,,
,63,4287,,,0.4240274131298065,0.5554303526878357,,
0.4392327070236206,64,4299,,,,,,
0.5217994451522827,64,4349,,,,,,
,64,4354,0.622136116027832,0.40956252813339233,,,,
,64,4354,,,0.42387208342552185,0.5554801225662231,,
0.6166476011276245,65,4399,,,,,,
,65,4421,0.6226402521133423,0.4090839624404907,,,,
,65,4421,,,0.42370304465293884,0.5518919229507446,,
0.7132620215415955,66,4449,,,,,,
,66,4488,0.6243638396263123,0.4074482321739197,,,,
,66,4488,,,0.42384687066078186,0.5507668256759644,,
0.5903031229972839,67,4499,,,,,,
0.5480805039405823,67,4549,,,,,,
,67,4555,0.6220123171806335,0.40967994928359985,,,,
,67,4555,,,0.4238753318786621,0.5519924759864807,,
0.5898385047912598,68,4599,,,,,,
,68,4622,0.6248193383216858,0.40701591968536377,,,,
,68,4622,,,0.42365777492523193,0.5510912537574768,,
0.5346437096595764,69,4649,,,,,,
,69,4689,0.6231613755226135,0.4085894823074341,,,,
,69,4689,,,0.42381593585014343,0.5591017603874207,,
0.5364528894424438,70,4699,,,,,,
0.47905904054641724,70,4749,,,,,,
,70,4756,0.6228716373443604,0.40886443853378296,,,,
,70,4756,,,0.4237626791000366,0.5484054088592529,,
0.415624737739563,71,4799,,,,,,
,71,4823,0.6217737793922424,0.40990638732910156,,,,
,71,4823,,,0.4232688844203949,0.5523492693901062,,
0.4534314274787903,72,4849,,,,,,
,72,4890,0.6215558648109436,0.41011321544647217,,,,
,72,4890,,,0.42354294657707214,0.5440110564231873,,
0.6043796539306641,73,4899,,,,,,
0.5114821791648865,73,4949,,,,,,
,73,4957,0.6237631440162659,0.40801841020584106,,,,
,73,4957,,,0.42355406284332275,0.5527815222740173,,
0.6506779193878174,74,4999,,,,,,
,74,5024,0.6231744885444641,0.408577024936676,,,,
,74,5024,,,0.4231276214122772,0.5534290671348572,,
0.749984622001648,75,5049,,,,,,
,75,5091,0.6216307282447815,0.4100421071052551,,,,
,75,5091,,,0.4230473041534424,0.5538028478622437,,
0.5239250659942627,76,5099,,,,,,
0.6325623989105225,76,5149,,,,,,
,76,5158,0.6241143345832825,0.4076850414276123,,,,
,76,5158,,,0.423137366771698,0.5545831322669983,,
0.5792275667190552,77,5199,,,,,,
,77,5225,0.6215243935585022,0.41014301776885986,,,,
,77,5225,,,0.4231468141078949,0.5568288564682007,,
0.5155038237571716,78,5249,,,,,,
,78,5292,0.6233009696006775,0.4084569215774536,,,,
,78,5292,,,0.42301177978515625,0.5532459020614624,,
0.3775392770767212,79,5299,,,,,,
0.6960363984107971,79,5349,,,,,,
,79,5359,0.6235997676849365,0.4081733822822571,,,,
,79,5359,,,0.4230087995529175,0.5557588934898376,,
0.7008395195007324,80,5399,,,,,,
,80,5426,0.6238147616386414,0.40796929597854614,,,,
,80,5426,,,0.42277154326438904,0.553580105304718,,
0.5877441167831421,81,5449,,,,,,
,81,5493,0.6217572093009949,0.4099220633506775,,,,
,81,5493,,,0.42296504974365234,0.5583356618881226,,
0.7027262449264526,82,5499,,,,,,
0.6847397089004517,82,5549,,,,,,
,82,5560,0.6232532262802124,0.4085022807121277,,,,
,82,5560,,,0.4229593276977539,0.5531076788902283,,
0.5888949036598206,83,5599,,,,,,
,83,5627,0.6226344704627991,0.4090895652770996,,,,
,83,5627,,,0.4229145348072052,0.5500033497810364,,
0.6019289493560791,84,5649,,,,,,
,84,5694,0.6230486631393433,0.40869635343551636,,,,
,84,5694,,,0.42289602756500244,0.5521929860115051,,
0.36489808559417725,85,5699,,,,,,
0.4739930033683777,85,5749,,,,,,
,85,5761,0.6230567693710327,0.40868866443634033,,,,
,85,5761,,,0.42289626598358154,0.5533356070518494,,
0.6278325319290161,86,5799,,,,,,
,86,5828,0.6223545074462891,0.409355103969574,,,,
,86,5828,,,0.42276737093925476,0.5560505986213684,,
0.5431181192398071,87,5849,,,,,,
,87,5895,0.6247246861457825,0.40710580348968506,,,,
,87,5895,,,0.422374963760376,0.5535816550254822,,
0.6439924240112305,88,5899,,,,,,
0.48995429277420044,88,5949,,,,,,
,88,5962,0.621286153793335,0.4103690981864929,,,,
,88,5962,,,0.42268645763397217,0.5562421679496765,,
0.6250394582748413,89,5999,,,,,,
,89,6029,0.6200770735740662,0.41151660680770874,,,,
,89,6029,,,0.422463595867157,0.5585494041442871,,
0.6635768413543701,90,6049,,,,,,
,90,6096,0.6213324666023254,0.41032516956329346,,,,
,90,6096,,,0.42280474305152893,0.5493177771568298,,
0.5828924179077148,91,6099,,,,,,
0.3970711827278137,91,6149,,,,,,
,91,6163,0.6217842102050781,0.40989649295806885,,,,
,91,6163,,,0.4225700795650482,0.5578688979148865,,
0.5348596572875977,92,6199,,,,,,
,92,6230,0.6211591362953186,0.41048967838287354,,,,
,92,6230,,,0.4224916398525238,0.5535987615585327,,
0.5164824724197388,93,6249,,,,,,
,93,6297,0.6233351230621338,0.4084245562553406,,,,
,93,6297,,,0.4223323464393616,0.547336757183075,,
0.4394625425338745,94,6299,,,,,,
0.6519957184791565,94,6349,,,,,,
,94,6364,0.6216126084327698,0.41005939245224,,,,
,94,6364,,,0.42261162400245667,0.5529220104217529,,
0.5136734843254089,95,6399,,,,,,
,95,6431,0.6222018003463745,0.4095001816749573,,,,
,95,6431,,,0.4222355782985687,0.5597703456878662,,
0.5906916856765747,96,6449,,,,,,
,96,6498,0.622631847858429,0.4090919494628906,,,,
,96,6498,,,0.4224124550819397,0.552975594997406,,
0.5515907406806946,97,6499,,,,,,
0.6263805627822876,97,6549,,,,,,
,97,6565,0.6222959756851196,0.4094107747077942,,,,
,97,6565,,,0.42197197675704956,0.5568966269493103,,
0.5786206722259521,98,6599,,,,,,
,98,6632,0.6211118102073669,0.4105346202850342,,,,
,98,6632,,,0.42225509881973267,0.5537732243537903,,
0.45245492458343506,99,6649,,,,,,
0.602946400642395,99,6699,,,,,,
,99,6699,0.6217984557151794,0.40988290309906006,,,,
,99,6699,,,0.42235639691352844,0.554940402507782,,
0.4604211449623108,100,6749,,,,,,
,100,6766,0.6205658316612244,0.4110527038574219,,,,
,100,6766,,,0.422181636095047,0.551227331161499,,
0.5045510530471802,101,6799,,,,,,
,101,6833,0.6219947934150696,0.40969663858413696,,,,
,101,6833,,,0.4220767021179199,0.5585049390792847,,
0.6071851253509521,102,6849,,,,,,
0.5649208426475525,102,6899,,,,,,
,102,6900,0.6222620606422424,0.4094429612159729,,,,
,102,6900,,,0.4222199022769928,0.5489563345909119,,
0.6435506939888,103,6949,,,,,,
,103,6967,0.6216151714324951,0.4100568890571594,,,,
,103,6967,,,0.42204105854034424,0.5570064187049866,,
0.3792891502380371,104,6999,,,,,,
,104,7034,0.6226674914360046,0.409058153629303,,,,
,104,7034,,,0.42167162895202637,0.5600583553314209,,
0.37481433153152466,105,7049,,,,,,
0.38844454288482666,105,7099,,,,,,
,105,7101,0.6223601698875427,0.40934979915618896,,,,
,105,7101,,,0.4221729636192322,0.5472656488418579,,
0.5354348421096802,106,7149,,,,,,
,106,7168,0.6201680898666382,0.4114301800727844,,,,
,106,7168,,,0.42186716198921204,0.5521445274353027,,
0.4102291464805603,107,7199,,,,,,
,107,7235,0.6229317784309387,0.40880733728408813,,,,
,107,7235,,,0.4218781888484955,0.5574185848236084,,
0.5402187705039978,108,7249,,,,,,
0.6435012817382812,108,7299,,,,,,
,108,7302,0.6230726838111877,0.40867364406585693,,,,
,108,7302,,,0.4219711124897003,0.5537531971931458,,
0.6308171153068542,109,7349,,,,,,
,109,7369,0.621301531791687,0.4103545546531677,,,,
,109,7369,,,0.422134667634964,0.5557230710983276,,
0.6472756862640381,110,7399,,,,,,
,110,7436,0.6214665174484253,0.4101979732513428,,,,
,110,7436,,,0.4217575788497925,0.5561493635177612,,
0.6220560669898987,111,7449,,,,,,
0.520226776599884,111,7499,,,,,,
,111,7503,0.6208064556121826,0.41082441806793213,,,,
,111,7503,,,0.42189472913742065,0.5530433058738708,,
0.5572981834411621,112,7549,,,,,,
,112,7570,0.6211960315704346,0.41045457124710083,,,,
,112,7570,,,0.42181578278541565,0.5522685647010803,,
0.6374025344848633,113,7599,,,,,,
,113,7637,0.6220846176147461,0.40961140394210815,,,,
,113,7637,,,0.42168232798576355,0.555560290813446,,
0.41229236125946045,114,7649,,,,,,
0.6601378321647644,114,7699,,,,,,
,114,7704,0.6213954091072083,0.4102654457092285,,,,
,114,7704,,,0.42171743512153625,0.5591225028038025,,
0.5099301338195801,115,7749,,,,,,
,115,7771,0.6208004951477051,0.41082996129989624,,,,
,115,7771,,,0.4217028021812439,0.5522162914276123,,
0.6424367427825928,116,7799,,,,,,
,116,7838,0.622494101524353,0.4092227816581726,,,,
,116,7838,,,0.4215855896472931,0.5597048401832581,,
0.6685175895690918,117,7849,,,,,,
0.5989762544631958,117,7899,,,,,,
,117,7905,0.6215291619300842,0.41013842821121216,,,,
,117,7905,,,0.4216952621936798,0.5520956516265869,,
0.3829749822616577,118,7949,,,,,,
,118,7972,0.620107889175415,0.411487340927124,,,,
,118,7972,,,0.42163950204849243,0.5561341643333435,,
0.7062993049621582,119,7999,,,,,,
,119,8039,0.6203069686889648,0.41129839420318604,,,,
,119,8039,,,0.4216139316558838,0.5530107021331787,,
0.5218521952629089,120,8049,,,,,,
0.4988951086997986,120,8099,,,,,,
,120,8106,0.6202413439750671,0.41136080026626587,,,,
,120,8106,,,0.4214722514152527,0.5548386573791504,,
0.2065262794494629,121,8149,,,,,,
,121,8173,0.6210079193115234,0.4106331467628479,,,,
,121,8173,,,0.42159706354141235,0.5550963878631592,,
0.5791727304458618,122,8199,,,,,,
,122,8240,0.6203687787055969,0.41123974323272705,,,,
,122,8240,,,0.4215892255306244,0.557788074016571,,
0.4245826005935669,123,8249,,,,,,
0.6449311375617981,123,8299,,,,,,
,123,8307,0.6213557124137878,0.41030311584472656,,,,
,123,8307,,,0.4217192828655243,0.5516088604927063,,
0.694304883480072,124,8349,,,,,,
,124,8374,0.621757984161377,0.4099213480949402,,,,
,124,8374,,,0.42153775691986084,0.5500674247741699,,
0.6748145818710327,125,8399,,,,,,
,125,8441,0.6207016110420227,0.41092389822006226,,,,
,125,8441,,,0.4215954542160034,0.5576437711715698,,
0.5906064510345459,126,8449,,,,,,
0.613823413848877,126,8499,,,,,,
,126,8508,0.6207371950149536,0.4108901023864746,,,,
,126,8508,,,0.42152124643325806,0.549287736415863,,
0.6198599338531494,127,8549,,,,,,
,127,8575,0.6217393279075623,0.4099389910697937,,,,
,127,8575,,,0.4214450418949127,0.5528758764266968,,
0.5002343654632568,128,8599,,,,,,
,128,8642,0.6199902892112732,0.41159898042678833,,,,
,128,8642,,,0.4213543236255646,0.5525789260864258,,
0.5148602724075317,129,8649,,,,,,
0.6254750490188599,129,8699,,,,,,
,129,8709,0.6214761137962341,0.41018885374069214,,,,
,129,8709,,,0.42118051648139954,0.5545490980148315,,
0.5760112404823303,130,8749,,,,,,
,130,8776,0.6207398176193237,0.4108876585960388,,,,
,130,8776,,,0.4214372932910919,0.5570076704025269,,
0.4034916162490845,131,8799,,,,,,
,131,8843,0.6205571889877319,0.41106098890304565,,,,
,131,8843,,,0.4210864305496216,0.5547093152999878,,
0.5763727426528931,132,8849,,,,,,
0.6623483896255493,132,8899,,,,,,
,132,8910,0.6203088164329529,0.4112967252731323,,,,
,132,8910,,,0.4213172197341919,0.5572739243507385,,
0.6696759462356567,133,8949,,,,,,
,133,8977,0.6209064722061157,0.41072946786880493,,,,
,133,8977,,,0.4212387800216675,0.5542405843734741,,
0.6137667894363403,134,8999,,,,,,
,134,9044,0.6194730401039124,0.4120899438858032,,,,
,134,9044,,,0.4212961792945862,0.5543009042739868,,
0.502608060836792,135,9049,,,,,,
0.5905181169509888,135,9099,,,,,,
,135,9111,0.6196724772453308,0.4119006395339966,,,,
,135,9111,,,0.4212326109409332,0.5563603639602661,,
0.6063644886016846,136,9149,,,,,,
,136,9178,0.6201220750808716,0.41147381067276,,,,
,136,9178,,,0.4214383661746979,0.5555649399757385,,
0.452622652053833,137,9199,,,,,,
,137,9245,0.620755136013031,0.4108731150627136,,,,
,137,9245,,,0.42119723558425903,0.5517702698707581,,
0.492550253868103,138,9249,,,,,,
0.5215598940849304,138,9299,,,,,,
,138,9312,0.621536374092102,0.41013169288635254,,,,
,138,9312,,,0.42107558250427246,0.5581508278846741,,
0.48420870304107666,139,9349,,,,,,
,139,9379,0.6216859221458435,0.4099896550178528,,,,
,139,9379,,,0.42132046818733215,0.5523033738136292,,
0.45790576934814453,140,9399,,,,,,
,140,9446,0.6197450757026672,0.41183167695999146,,,,
,140,9446,,,0.4210374653339386,0.5532428622245789,,
0.37673866748809814,141,9449,,,,,,
0.5555238127708435,141,9499,,,,,,
,141,9513,0.6196942925453186,0.41187983751296997,,,,
,141,9513,,,0.42114731669425964,0.5591272115707397,,
0.5142073035240173,142,9549,,,,,,
,142,9580,0.6209481358528137,0.41068994998931885,,,,
,142,9580,,,0.42101815342903137,0.5550817847251892,,
0.7006789445877075,143,9599,,,,,,
,143,9647,0.6223723888397217,0.40933823585510254,,,,
,143,9647,,,0.42105886340141296,0.5552086234092712,,
0.4155450463294983,144,9649,,,,,,
0.4998648762702942,144,9699,,,,,,
,144,9714,0.6195565462112427,0.41201066970825195,,,,
,144,9714,,,0.42128100991249084,0.5553249716758728,,
0.5708181858062744,145,9749,,,,,,
,145,9781,0.6207383275032043,0.4108890891075134,,,,
,145,9781,,,0.42101991176605225,0.559982419013977,,
0.5068968534469604,146,9799,,,,,,
,146,9848,0.6185017824172974,0.4130115509033203,,,,
,146,9848,,,0.4209046959877014,0.5581549406051636,,
0.6656973361968994,147,9849,,,,,,
0.6503982543945312,147,9899,,,,,,
,147,9915,0.6193438172340393,0.4122125506401062,,,,
,147,9915,,,0.42122021317481995,0.5541456937789917,,
0.5630538463592529,148,9949,,,,,,
,148,9982,0.6204563975334167,0.41115665435791016,,,,
,148,9982,,,0.4211996793746948,0.5550606846809387,,
0.5797913074493408,149,9999,,,,,,
0.6659133434295654,149,10049,,,,,,
,149,10049,0.6189222931861877,0.4126124978065491,,,,
,149,10049,,,0.42094743251800537,0.5570850968360901,,
0.5757170915603638,150,10099,,,,,,
,150,10116,0.6205289959907532,0.41108769178390503,,,,
,150,10116,,,0.4210749864578247,0.5561899542808533,,
0.6058846712112427,151,10149,,,,,,
,151,10183,0.6203176379203796,0.4112882614135742,,,,
,151,10183,,,0.42098498344421387,0.5551801919937134,,
0.605211615562439,152,10199,,,,,,
0.5495278835296631,152,10249,,,,,,
,152,10250,0.6201668381690979,0.4114314913749695,,,,
,152,10250,,,0.42098507285118103,0.558807909488678,,
0.5225121974945068,153,10299,,,,,,
,153,10317,0.6195366382598877,0.412029504776001,,,,
,153,10317,,,0.420661062002182,0.555443286895752,,
0.582663893699646,154,10349,,,,,,
,154,10384,0.6193558573722839,0.41220104694366455,,,,
,154,10384,,,0.4208352267742157,0.5591046810150146,,
0.5023362636566162,155,10399,,,,,,
0.6728985905647278,155,10449,,,,,,
,155,10451,0.6205658912658691,0.4110527038574219,,,,
,155,10451,,,0.42084792256355286,0.554229199886322,,
0.5600972175598145,156,10499,,,,,,
,156,10518,0.6205146312713623,0.4111013412475586,,,,
,156,10518,,,0.4209344983100891,0.5522904992103577,,
0.4937100410461426,157,10549,,,,,,
,157,10585,0.620640218257904,0.4109821319580078,,,,
,157,10585,,,0.4208529591560364,0.555314838886261,,
0.5600537061691284,158,10599,,,,,,
0.5728986263275146,158,10649,,,,,,
,158,10652,0.6204797029495239,0.41113442182540894,,,,
,158,10652,,,0.42106154561042786,0.5537313222885132,,
0.5480816960334778,159,10699,,,,,,
,159,10719,0.6210480332374573,0.410595178604126,,,,
,159,10719,,,0.4209139049053192,0.5563139319419861,,
0.5320039987564087,160,10749,,,,,,
,160,10786,0.6200788617134094,0.41151487827301025,,,,
,160,10786,,,0.4210028052330017,0.5597134232521057,,
0.49018359184265137,161,10799,,,,,,
0.5582157373428345,161,10849,,,,,,
,161,10853,0.6189467906951904,0.41258931159973145,,,,
,161,10853,,,0.4208584725856781,0.5543799996376038,,
0.5469134449958801,162,10899,,,,,,
,162,10920,0.6209006309509277,0.4107348918914795,,,,
,162,10920,,,0.42095476388931274,0.5564908385276794,,
0.6893271803855896,163,10949,,,,,,
,163,10987,0.6203257441520691,0.4112805724143982,,,,
,163,10987,,,0.42077773809432983,0.5594614744186401,,
0.4799033999443054,164,10999,,,,,,
0.5820695161819458,164,11049,,,,,,
,164,11054,0.6203334331512451,0.41127341985702515,,,,
,164,11054,,,0.42083701491355896,0.5591279864311218,,
0.49132901430130005,165,11099,,,,,,
,165,11121,0.6175928711891174,0.41387420892715454,,,,
,165,11121,,,0.42073744535446167,0.5577790141105652,,
0.6364231705665588,166,11149,,,,,,
,166,11188,0.6193123459815979,0.4122423529624939,,,,
,166,11188,,,0.4208560883998871,0.5561073422431946,,
0.32922935485839844,167,11199,,,,,,
0.5132522583007812,167,11249,,,,,,
,167,11255,0.6202051043510437,0.4113951325416565,,,,
,167,11255,,,0.4206835627555847,0.5531338453292847,,
0.5106772184371948,168,11299,,,,,,
,168,11322,0.6198074221611023,0.41177254915237427,,,,
,168,11322,,,0.4207945466041565,0.5541477203369141,,
0.5121851563453674,169,11349,,,,,,
